frame_time_s,f0_hz
31.3005,87.559
31.3934,240.605
31.4863,205.86
31.5791,91.7
31.672,256.389
31.7649,202.324
31.8578,201.159
31.9507,195.432
32.0435,204.675
32.1364,204.675
32.2293,218.102
32.3222,219.365
32.4151,
32.5079,
32.6008,
32.6937,
32.7866,
32.8794,
32.9723,
33.0652,
33.1581,
33.251,
33.3438,
33.4367,
33.5296,592.439
33.6225,215.596
33.7154,262.382
33.8082,90.125
33.9011,259.368
33.994,262.382
34.0869,198.848
34.1798,211.893
34.2726,235.11
34.3655,225.793
34.4584,232.409
34.5513,232.409
34.6442,232.409
34.737,232.409
34.8299,232.409
34.9228,274.791
35.0157,276.383
35.1086,233.755
35.2014,233.755
35.2943,262.382
35.3872,260.87
35.4801,224.492
35.573,262.382
35.6658,263.902
35.7587,114.87
35.8516,112.896
35.9445,205.86
36.0374,130.435
36.1302,193.187
36.2231,176.133
36.316,208.252
36.4089,208.252
36.5018,232.409
36.5946,235.11
36.6875,232.409
36.7804,232.409
36.8733,232.409
36.9662,233.755
37.059,120.303
37.1519,233.755
37.2448,233.755
37.3377,205.86
37.4306,213.12
37.5234,233.755
37.6163,232.409
37.7092,247.655
37.8021,249.09
37.895,247.655
37.9878,256.389
38.0807,205.86
38.1736,208.252
38.2665,208.252
38.3594,233.755
38.4522,228.416
38.5451,207.053
38.638,216.845
38.7309,214.355
38.8238,195.432
38.9166,201.159
39.0095,194.306
39.1024,196.564
39.1953,203.496
39.2882,197.703
39.381,192.075
39.4739,193.187
39.5668,196.564
39.6597,196.564
39.7526,201.159
39.8454,194.306
39.9383,207.053
40.0312,201.159
40.1241,210.672
40.217,209.459
40.3098,214.355
40.4027,71.12
40.4956,204.675
40.5885,200.0
40.6814,84.09
40.7742,193.187
40.8671,176.133
40.96,177.154
41.0529,197.703
41.1458,175.119
41.2386,174.11
41.3315,175.119
41.4244,196.564
41.5173,185.532
41.6102,196.564
41.703,207.053
41.7959,188.775
41.8888,195.432
41.9817,176.133
42.0745,177.154
42.1674,156.917
42.2603,195.432
42.3532,176.133
42.4461,156.013
42.5389,58.777
42.6318,156.917
42.7247,130.435
42.8176,131.951
42.9105,205.86
43.0033,195.432
43.0962,205.86
43.1891,214.355
43.282,140.607
43.3749,131.951
43.4677,213.12
43.5606,117.555
43.6535,239.219
43.7464,200.0
43.8393,201.159
43.9321,241.999
44.025,624.052
44.1179,642.338
44.2108,231.071
44.3037,233.755
44.3965,233.755
44.4894,233.755
44.5823,193.187
44.6752,102.337
44.7681,102.337
44.8609,233.755
44.9538,233.755
45.0467,
45.1396,71.12
45.2325,103.526
45.3253,227.101
45.4182,176.133
45.5111,175.119
45.604,195.432
45.6969,196.564
45.7897,184.463
45.8826,205.86
45.9755,207.053
46.0684,205.86
46.1613,196.564
46.2541,196.564
46.347,185.532
46.4399,173.107
46.5328,165.29
46.6257,244.811
46.7185,82.169
46.8114,82.645
46.9043,207.053
46.9972,166.248
47.0901,165.29
47.1829,164.338
47.2758,155.114
47.3687,55.159
47.4616,64.469
47.5545,131.191
47.6473,131.191
47.7402,131.191
47.8331,133.484
47.926,87.559
48.0189,87.559
48.1117,87.055
48.2046,87.559
48.2975,87.559
48.3904,88.067
48.4833,89.606
48.5761,91.7
48.669,180.25
48.7619,175.119
48.8548,175.119
48.9477,174.11
49.0405,175.119
49.1334,175.119
49.2263,202.324
49.3192,201.159
49.4121,207.053
49.5049,207.053
49.5978,190.968
49.6907,184.463
49.7836,178.18
49.8765,176.133
49.9693,177.154
50.0622,175.119
50.1551,175.119
50.248,165.29
50.3409,175.119
50.4337,177.154
50.5266,64.469
50.6195,117.555
50.7124,200.0
50.8053,210.672
50.8981,123.114
50.991,200.0
51.0839,205.86
51.1768,175.119
51.2696,163.392
51.3625,175.119
51.4554,171.119
51.5483,201.159
51.6412,
51.734,220.636
51.8269,181.294
51.9198,208.252
52.0127,181.294
52.1056,175.119
52.1984,183.401
52.2913,87.055
52.3842,175.119
52.4771,175.119
52.57,175.119
52.6628,175.119
52.7557,184.463
52.8486,68.302
52.9415,58.439
53.0344,95.484
53.1272,58.777
53.2201,115.535
53.313,205.86
53.4059,179.212
53.4988,179.212
53.5916,324.901
53.6845,175.119
53.7774,175.119
53.8703,185.532
53.9632,182.344
54.056,207.053
54.1489,207.053
54.2418,207.053
54.3347,193.187
54.4276,203.496
54.5204,209.459
54.6133,204.675
54.7062,183.401
54.7991,180.25
54.892,176.133
54.9848,184.463
55.0777,194.306
55.1706,
55.2635,
55.3564,
55.4492,
55.5421,
55.635,
55.7279,
55.8208,175.119
55.9136,176.133
56.0065,175.119
56.0994,173.107
56.1923,176.133
56.2852,184.463
56.378,208.252
56.4709,221.914
56.5638,207.053
56.6567,184.463
56.7496,175.119
56.8424,175.119
56.9353,185.532
57.0282,182.344
57.1211,182.344
57.214,176.133
57.3068,174.11
57.3997,193.187
57.4926,188.775
57.5855,195.432
57.6784,200.0
57.7712,195.432
57.8641,194.306
57.957,194.306
58.0499,208.252
58.1428,195.432
58.2356,195.432
58.3285,84.577
58.4214,192.075
58.5143,209.459
58.6072,87.055
58.7,87.055
58.7929,232.409
58.8858,112.896
58.9787,185.532
59.0716,88.067
59.1644,260.87
59.2573,260.87
59.3502,262.382
59.4431,203.496
59.536,213.12
59.6288,260.87
59.7217,198.848
59.8146,292.817
59.9075,312.026
60.0004,211.893
60.0932,277.984
60.1861,277.984
60.279,246.229
60.3719,257.874
60.4647,233.755
60.5576,240.605
60.6505,260.87
60.7434,233.755
60.8363,232.409
60.9291,262.382
61.022,260.87
61.1149,232.409
61.2078,114.87
61.3007,193.187
61.3935,180.25
61.4864,92.766
61.5793,257.874
61.6722,262.382
61.7651,180.25
61.8579,86.554
61.9508,87.055
62.0437,204.675
62.1366,308.442
62.2295,310.229
62.3223,201.159
62.4152,277.984
62.5081,276.383
62.601,276.383
62.6939,266.968
62.7867,240.605
62.8796,233.755
62.9725,262.382
63.0654,240.605
63.1583,233.755
63.2511,243.401
63.344,131.191
63.4369,231.071
63.5298,213.12
63.6227,92.766
63.7155,88.067
63.8084,205.86
63.9013,129.684
63.9942,131.191
64.0871,90.125
64.1799,86.055
64.2728,262.382
64.3657,196.564
64.4586,270.07
64.5515,310.229
64.6443,229.74
64.7372,276.383
64.8301,276.383
64.923,276.383
65.0159,260.87
65.1087,262.382
65.2016,262.382
65.2945,262.382
65.3874,232.409
65.4803,231.071
65.5731,219.365
65.666,262.382
65.7589,235.11
65.8518,237.841
65.9447,205.86
66.0375,205.86
66.1304,205.86
66.2233,207.053
66.3162,208.252
66.4091,204.675
66.5019,207.053
66.5948,207.053
66.6877,207.053
66.7806,201.159
66.8735,233.755
66.9663,214.355
67.0592,232.409
67.1521,232.409
67.245,232.409
67.3379,116.205
67.4307,211.893
67.5236,209.459
67.6165,195.432
67.7094,197.703
67.8023,208.252
67.8951,198.848
67.988,187.688
68.0809,69.496
68.1738,69.496
68.2667,69.096
68.3595,69.496
68.4524,69.496
68.5453,69.496
68.6382,69.496
68.7311,92.766
68.8239,69.496
68.9168,69.496
69.0097,69.496
69.1026,69.096
69.1955,93.844
69.2883,239.219
69.3812,231.071
69.4741,250.533
69.567,247.655
69.6598,233.755
69.7527,232.409
69.8456,232.409
69.9385,232.409
70.0314,243.401
70.1242,260.87
70.2171,262.382
70.31,130.435
70.4029,65.595
70.4958,65.595
70.5886,65.595
70.6815,65.595
70.7744,65.595
70.8673,131.191
70.9602,213.12
71.053,210.672
71.1459,271.634
71.2388,220.636
71.3317,260.87
71.4246,260.87
71.5174,231.071
71.6103,232.409
71.7032,216.845
71.7961,87.055
71.889,65.595
71.9818,65.595
72.0747,131.951
72.1676,130.435
72.2605,65.595
72.3534,130.435
72.4462,129.684
72.5391,190.968
72.632,
72.7249,207.053
72.8178,186.607
72.9106,173.107
73.0035,177.154
73.0964,87.055
73.1893,178.18
73.2822,174.11
73.375,207.053
73.4679,241.999
73.5608,114.87
73.6537,211.893
73.7466,187.688
73.8394,97.716
73.9323,176.133
74.0252,203.496
74.1181,262.382
74.211,260.87
74.3038,235.11
74.3967,235.11
74.4896,247.655
74.5825,214.355
74.6754,204.675
74.7682,195.432
74.8611,192.075
74.954,176.133
75.0469,174.11
75.1398,174.11
75.2326,175.119
75.3255,87.055
75.4184,87.055
75.5113,224.492
75.6042,254.912
75.697,254.912
75.7899,229.74
75.8828,262.382
75.9757,249.09
76.0686,190.968
76.1614,599.323
76.2543,233.755
76.3472,216.845
76.4401,232.409
76.533,116.205
76.6258,73.628
76.7187,116.205
76.8116,232.409
76.9045,231.071
76.9974,232.409
77.0902,237.841
77.1831,192.075
77.276,276.383
77.3689,276.383
77.4618,138.191
77.5546,69.096
77.6475,69.496
77.7404,69.496
77.8333,94.387
77.9262,88.067
78.019,175.119
78.1119,211.893
78.2048,263.902
78.2977,87.055
78.3906,194.306
78.4834,233.755
78.5763,232.409
78.6692,233.755
78.7621,233.755
78.855,231.071
78.9478,232.409
79.0407,232.409
79.1336,232.409
79.2265,210.672
79.3193,232.409
79.4122,235.11
79.5051,213.12
79.598,232.409
79.6909,231.071
79.7837,215.596
79.8766,232.409
79.9695,218.102
80.0624,195.432
80.1553,204.675
80.2481,196.564
80.341,196.564
80.4339,198.848
80.5268,211.893
80.6197,197.703
80.7125,198.848
80.8054,196.564
80.8983,198.848
80.9912,200.0
81.0841,200.0
81.1769,195.432
81.2698,192.075
81.3627,195.432
81.4556,196.564
81.5485,196.564
81.6413,194.306
81.7342,194.306
81.8271,197.703
81.92,196.564
82.0129,388.613
82.1057,384.149
82.1986,193.187
82.2915,193.187
82.3844,194.306
82.4773,194.306
82.5701,388.613
82.663,388.613
82.7559,131.951
82.8488,131.951
82.9417,126.722
83.0345,229.74
83.1274,186.607
83.2203,254.912
83.3132,201.159
83.4061,130.435
83.4989,259.368
83.5918,240.605
83.6847,251.984
83.7776,
83.8705,
83.9633,
84.0562,
84.1491,
84.242,52.063
84.3349,88.577
84.4277,89.606
84.5206,88.577
84.6135,88.577
84.7064,88.067
84.7993,189.868
84.8921,178.18
84.985,78.007
85.0779,188.775
85.1708,260.87
85.2637,233.755
85.3565,211.893
85.4494,231.071
85.5423,232.409
85.6352,221.914
85.7281,232.409
85.8209,232.409
85.9138,227.101
86.0067,233.755
86.0996,274.791
86.1925,276.383
86.2853,276.383
86.3782,276.383
86.4711,276.383
86.564,262.382
86.6569,262.382
86.7497,260.87
86.8426,260.87
86.9355,260.87
87.0284,211.893
87.1213,207.053
87.2141,208.252
87.307,207.053
87.3999,170.133
87.4928,208.252
87.5857,208.252
87.6785,205.86
87.7714,202.324
87.8643,202.324
87.9572,198.848
88.0501,195.432
88.1429,200.0
88.2358,196.564
88.3287,194.306
88.4216,205.86
88.5144,196.564
88.6073,105.336
88.7002,65.595
88.7931,67.909
88.886,
88.9788,
89.0717,220.636
89.1646,193.187
89.2575,144.727
89.3504,87.055
89.4432,192.075
89.5361,332.495
89.629,352.266
89.7219,177.154
89.8148,299.661
89.9076,262.382
90.0005,198.848
90.0934,232.409
90.1863,232.409
90.2792,232.409
90.372,179.212
90.4649,233.755
90.5578,232.409
90.6507,233.755
90.7436,231.071
90.8364,232.409
90.9293,501.066
91.0222,276.383
91.1151,276.383
91.208,
91.3008,262.382
91.3937,262.382
91.4866,260.87
91.5795,257.874
91.6724,211.893
91.7652,207.053
91.8581,208.252
91.951,131.951
92.0439,84.577
92.1368,204.675
92.2296,210.672
92.3225,203.496
92.4154,196.564
92.5083,208.252
92.6012,200.0
92.694,193.187
92.7869,204.675
92.8798,196.564
92.9727,193.187
93.0656,198.848
93.1584,186.607
93.2513,219.365
93.3442,210.672
93.4371,182.344
93.53,205.86
93.6228,86.554
93.7157,52.063
93.8086,87.559
93.9015,87.055
93.9944,88.067
94.0872,202.324
94.1801,174.11
94.273,87.055
94.3659,
94.4588,50.874
94.5516,87.055
94.6445,205.86
94.7374,211.893
94.8303,198.848
94.9232,200.0
95.016,192.075
95.1089,196.564
95.2018,195.432
95.2947,98.282
95.3876,97.153
95.4804,195.432
95.5733,200.0
95.6662,204.675
95.7591,195.432
95.852,205.86
95.9448,87.055
96.0377,
96.1306,
96.2235,
96.3164,
96.4092,
96.5021,76.225
96.595,208.252
96.6879,200.0
96.7808,207.053
96.8736,207.053
96.9665,209.459
97.0594,202.324
97.1523,196.564
97.2452,196.564
97.338,194.306
97.4309,196.564
97.5238,195.432
97.6167,194.306
97.7095,65.218
97.8024,194.306
97.8953,196.564
97.9882,196.564
98.0811,66.358
98.1739,204.675
98.2668,69.496
98.3597,208.252
98.4526,205.86
98.5455,197.703
98.6383,92.766
98.7312,205.86
98.8241,260.87
98.917,263.902
99.0099,271.634
99.1027,89.09
99.1956,198.848
99.2885,195.432
99.3814,197.703
99.4743,198.848
99.5671,196.564
99.66,202.324
99.7529,
99.8458,193.187
99.9387,208.252
100.0315,203.496
100.1244,196.564
100.2173,197.703
100.3102,184.463
100.4031,187.688
100.4959,205.86
100.5888,211.893
100.6817,208.252
100.7746,211.893
100.8675,257.874
100.9603,240.605
101.0532,203.496
101.1461,195.432
101.239,130.435
101.3319,260.87
101.4247,91.172
101.5176,
101.6105,
101.7034,
101.7963,
101.8891,
101.982,
102.0749,
102.1678,
102.2607,
102.3535,
102.4464,
102.5393,
102.6322,65.595
102.7251,66.742
102.8179,200.0
102.9108,88.577
103.0037,229.74
103.0966,229.74
103.1895,128.937
103.2823,86.554
103.3752,87.055
103.4681,90.125
103.561,61.557
103.6539,175.119
103.7467,174.11
103.8396,348.22
103.9325,350.237
104.0254,174.11
104.1183,274.791
104.2111,350.237
104.304,177.154
104.3969,233.755
104.4898,232.409
104.5827,208.252
104.6755,232.409
104.7684,233.755
104.8613,232.409
104.9542,232.409
105.0471,232.409
105.1399,216.845
105.2328,233.755
105.3257,241.999
105.4186,229.74
105.5115,129.684
105.6043,244.811
105.6972,208.252
105.7901,207.053
105.883,207.053
105.9759,208.252
106.0687,157.826
106.1616,233.755
106.2545,231.071
106.3474,229.74
106.4403,235.11
106.5331,232.409
106.626,172.11
106.7189,232.409
106.8118,233.755
106.9046,214.355
106.9975,211.893
107.0904,196.564
107.1833,194.306
107.2762,196.564
107.369,65.975
107.4619,203.496
107.5548,211.893
107.6477,132.715
107.7406,127.456
107.8334,194.306
107.9263,87.055
108.0192,87.055
108.1121,184.463
108.205,348.22
108.2978,310.229
108.3907,179.212
108.4836,263.902
108.5765,232.409
108.6694,219.365
108.7622,232.409
108.8551,233.755
108.948,183.401
109.0409,232.409
109.1338,235.11
109.2266,204.675
109.3195,276.383
109.4124,276.383
109.5053,276.383
109.5982,138.191
109.691,233.755
109.7839,218.102
109.8768,197.703
109.9697,262.382
110.0626,260.87
110.1554,260.87
110.2483,260.87
110.3412,88.067
110.4341,211.893
110.527,207.053
110.6198,207.053
110.7127,207.053
110.8056,207.053
110.8985,208.252
110.9914,207.053
111.0842,208.252
111.1771,232.409
111.27,233.755
111.3629,232.409
111.4558,232.409
111.5486,235.11
111.6415,210.672
111.7344,203.496
111.8273,196.564
111.9202,65.595
112.013,67.129
112.1059,
112.1988,
112.2917,
112.3846,
112.4774,
112.5703,
112.6632,
112.7561,
112.849,
112.9418,
113.0347,
113.1276,
113.2205,
113.3134,
113.4062,
113.4991,
113.592,
113.6849,
113.7778,
113.8706,
113.9635,
114.0564,
114.1493,
114.2422,64.097
114.335,94.387
114.4279,135.035
114.5208,241.999
114.6137,88.577
114.7066,86.055
114.7994,88.067
114.8923,86.554
114.9852,86.554
115.0781,201.159
115.171,262.382
115.2638,509.824
115.3567,174.11
115.4496,71.947
115.5425,165.29
115.6354,202.324
115.7282,196.564
115.8211,196.564
115.914,98.282
116.0069,65.595
116.0998,65.218
116.1926,66.358
116.2855,
116.3784,
116.4713,
116.5641,
116.657,
116.7499,
116.8428,
116.9357,87.559
117.0285,87.559
117.1214,229.74
117.2143,251.984
117.3072,220.636
117.4001,209.459
117.4929,137.395
117.5858,208.252
117.6787,207.053
117.7716,197.703
117.8645,195.432
117.9573,130.435
118.0502,138.992
118.1431,138.992
118.236,138.992
118.3289,254.912
118.4217,265.43
118.5146,93.303
118.6075,68.698
118.7004,138.191
118.7933,138.992
118.8861,68.698
118.979,69.096
119.0719,138.992
119.1648,271.634
119.2577,116.205
119.3505,116.205
119.4434,115.535
119.5363,117.555
119.6292,117.555
119.7221,116.878
119.8149,116.878
119.9078,116.878
120.0007,116.205
120.0936,58.439
120.1865,58.439
120.2793,58.439
120.3722,98.282
120.4651,98.282
120.558,98.851
120.6509,244.811
120.7437,98.282
120.8366,232.409
120.9295,228.416
121.0224,117.555
121.1153,183.401
121.2081,189.868
121.301,179.212
121.3939,176.133
121.4868,190.968
121.5797,196.564
121.6725,211.893
121.7654,207.053
121.8583,195.432
121.9512,204.675
122.0441,205.86
122.1369,176.133
122.2298,174.11
122.3227,175.119
122.4156,174.11
122.5085,174.11
122.6013,175.119
122.6942,175.119
122.7871,172.11
122.88,129.684
122.9729,193.187
123.0657,200.0
123.1586,128.194
123.2515,150.699
123.3444,178.18
123.4373,175.119
123.5301,175.119
123.623,176.133
123.7159,175.119
123.8088,205.86
123.9017,200.0
123.9945,208.252
124.0874,204.675
124.1803,198.848
124.2732,196.564
124.3661,214.355
124.4589,175.119
124.5518,176.133
124.6447,185.532
124.7376,175.119
124.8305,174.11
124.9233,175.119
125.0162,166.248
125.1091,160.585
125.202,131.191
125.2949,187.688
125.3877,66.358
125.4806,64.842
125.5735,86.055
125.6664,147.257
125.7592,87.055
125.8521,184.463
125.945,176.133
126.0379,65.595
126.1308,198.848
126.2236,179.212
126.3165,209.459
126.4094,189.868
126.5023,195.432
126.5952,87.055
126.688,183.401
126.7809,175.119
126.8738,176.133
126.9667,175.119
127.0596,177.154
127.1524,176.133
127.2453,175.119
127.3382,174.11
127.4311,177.154
127.524,175.119
127.6168,200.0
127.7097,185.532
127.8026,175.119
127.8955,185.532
127.9884,175.119
128.0812,176.133
128.1741,176.133
128.267,175.119
128.3599,175.119
128.4528,201.159
128.5456,176.133
128.6385,175.119
128.7314,162.45
128.8243,170.133
128.9172,89.606
129.01,224.492
129.1029,174.11
129.1958,
129.2887,176.133
129.3816,179.212
129.4744,176.133
129.5673,175.119
129.6602,59.118
129.7531,135.817
129.846,131.191
129.9388,90.125
130.0317,65.218
130.1246,131.951
130.2175,213.12
130.3104,130.435
130.4032,131.191
130.4961,253.444
130.589,228.416
130.6819,185.532
130.7748,187.688
130.8676,176.133
130.9605,175.119
131.0534,69.096
131.1463,128.194
131.2392,190.968
131.332,176.133
131.4249,104.126
131.5178,143.065
131.6107,260.87
131.7036,188.775
131.7964,262.382
131.8893,233.755
131.9822,233.755
132.0751,232.409
132.168,240.605
132.2608,197.703
132.3537,231.071
132.4466,235.11
132.5395,220.636
132.6324,233.755
132.7252,233.755
132.8181,231.071
132.911,231.071
133.0039,233.755
133.0968,204.675
133.1896,236.472
133.2825,205.86
133.3754,208.252
133.4683,208.252
133.5612,205.86
133.654,204.675
133.7469,233.755
133.8398,231.071
133.9327,204.675
134.0256,178.18
134.1184,
134.2113,
134.3042,190.968
134.3971,216.845
134.49,194.306
134.5828,196.564
134.6757,65.595
134.7686,196.564
134.8615,201.159
134.9543,194.306
135.0472,195.432
135.1401,196.564
135.233,196.564
135.3259,196.564
135.4187,205.86
135.5116,204.675
135.6045,205.86
135.6974,175.119
135.7903,175.119
135.8831,174.11
135.976,87.559
136.0689,87.559
136.1618,175.119
136.2547,175.119
136.3475,194.306
136.4404,198.848
136.5333,193.187
136.6262,232.409
136.7191,232.409
136.8119,241.999
136.9048,213.12
136.9977,235.11
137.0906,121.7
137.1835,201.159
137.2763,231.071
137.3692,235.11
137.4621,235.11
137.555,214.355
137.6479,232.409
137.7407,215.596
137.8336,241.999
137.9265,260.87
138.0194,219.365
138.1123,270.07
138.2051,130.435
138.298,87.559
138.3909,262.382
138.4838,257.874
138.5767,233.755
138.6695,182.344
138.7624,233.755
138.8553,233.755
138.9482,211.893
139.0411,276.383
139.1339,277.984
139.2268,189.868
139.3197,203.496
139.4126,68.698
139.5055,188.775
139.5983,232.409
139.6912,233.755
139.7841,233.755
139.877,116.878
139.9699,232.409
140.0627,232.409
140.1556,233.755
140.2485,233.755
140.3414,233.755
140.4343,232.409
140.5271,262.382
140.62,87.055
140.7129,262.382
140.8058,262.382
140.8987,263.902
140.9915,174.11
141.0844,128.937
141.1773,263.902
141.2702,207.053
141.3631,260.87
141.4559,263.902
141.5488,182.344
141.6417,236.472
141.7346,232.409
141.8275,231.071
141.9203,232.409
142.0132,233.755
142.1061,233.755
142.199,116.205
142.2919,232.409
142.3847,180.25
142.4776,233.755
142.5705,233.755
142.6634,233.755
142.7563,214.355
142.8491,209.459
142.942,472.943
143.0349,197.703
143.1278,196.564
143.2207,195.432
143.3135,196.564
143.4064,195.432
143.4993,65.595
143.5922,203.496
143.6851,198.848
143.7779,205.86
143.8708,196.564
143.9637,96.594
144.0566,
144.1494,
144.2423,
144.3352,
144.4281,
144.521,
144.6138,
144.7067,
144.7996,
144.8925,
144.9854,
145.0782,
145.1711,
145.264,
145.3569,
145.4498,
145.5426,
145.6355,
145.7284,143.065
145.8213,175.119
145.9142,205.86
146.007,174.11
146.0999,175.119
146.1928,190.968
146.2857,218.102
146.3786,116.878
146.4714,253.444
146.5643,213.12
146.6572,151.572
146.7501,128.937
146.843,72.363
146.9358,196.564
147.0287,175.119
147.1216,175.119
147.2145,175.119
147.3074,175.119
147.4002,175.119
147.4931,175.119
147.586,174.11
147.6789,202.324
147.7718,174.11
147.8646,174.11
147.9575,194.306
148.0504,172.11
148.1433,175.119
148.2362,188.775
148.329,95.484
148.4219,129.684
148.5148,130.435
148.6077,195.432
148.7006,194.306
148.7934,198.848
148.8863,96.037
148.9792,175.119
149.0721,176.133
149.165,61.203
149.2578,51.763
149.3507,65.595
149.4436,58.777
149.5365,174.11
